Sentence,Label,Term
"""Some organizations still use 'visually impaired' in official communications.""",0,visually impaired
"""The prototype works well for those who fit the standard ergonomic guidelines.""",1,fit
"""Our findings discuss the limitations of using broad terms like 'sight-impaired' in accessibility design.""",0,sight- impaired
"""Our findings highlight the challenges sight-impaired individuals face with modern touchscreen interfaces.""",1,sight- impaired
"""The system relies on normal vision and hearing to function effectively.""",1,normal
"""We worked closely with persons with disabilities to ensure the interface meets their requirements.""",0,persons with disabilities
"""This feature was inspired by discussions at the Special Needs Advocacy and Research Forum.""",0,special needs
"However, the process is slow and too often the need is mooted before the content becomes accessible.",0,slow
"This presentation demonstrates a working prototype of the CUbiC Note Taker, which is a highly portable device that allows students who are legally blind to take their own notes in class without any special in-classroom accommodations, and without requiring lecturers to adapt their presentation in any way.",0,special
"""Hunchbacks were common in historical depictions of medieval servants, often exaggerated for dramatic effect.""",0,hunchback
"""The design aims to make complex processes manageable for illiterate users.""",1,illiterate
"""The software alerts caregivers to abnormal movements detected in fall-prone individuals.""",0,abnormal
"""People with abnormal gait patterns were grouped separately for targeted analysis.""",1,abnormal
"""Our study investigates how atypical error rates affect system reliability.""",0,atypical
"In this demo, we present the detection module of the See ColOr (Seeing Colors with an Orchestra) mobility aid for visually impaired persons.",1,visually impaired
"""Our findings highlight how terms like 'handicapped' fail to represent the diversity of experiences within the disability community.""",0,handicapped
"""Adjustments in the workplace can make it easier for the blind person to stay employed.""",1,blind person
"""Participants categorized as hunchbacks were provided additional ergonomic support.""",1,hunchback
"""Our system was designed to address the gap between a deaf person and a hearing person.""",1,deaf person
"""The app provides tools for individuals with abnormal social functioning to improve engagement.""",1,abnormal
"""The product was designed to complement normal habits and routines.""",0,normal
"""Our focus group involved dyslexic participants to test the adaptability of the platform.""",0,dyslexic
"For a deaf or hard of hearing person who does not understand spoken language, following meetings can become confusing if there are too many simultaneous sources of information.",0,hard of hearing
"""The report traces the evolution of terms like 'handicapped' in legal and social policies.""",0,handicapped
This paper presents both a hearing instructor's experiences and a deaf researcher's observations when preparing deaf and hard of hearing students as computer technicians for the hearing work place.,0,hard of hearing
"""Atypical participants often depend on external tools to complete standard workflows.""",1,atypical
"""We designed the app to ensure even a deaf person could use it without difficulty.""",1,deaf person
"""The app offers alternative workflows for users with deficient motor abilities.""",1,deficient
"""A patient’s limited interaction skills require additional guidance and support systems.""",1,patient
"""Advocacy groups recommend using 'autistic children' instead of 'children with autism' to reflect current preferences.""",0,children with autism
"""We observed that non-verbal individuals required more time to understand the tasks.""",1,non-verbal
"""Participants labeled as epileptics were grouped separately for targeted interventions.""",1,epileptic
"""This system enables users to work on the whole document collaboratively.""",0,whole
"""The paper examines how 'sight-impaired' has historically been used in disability discourse.""",0,sight- impaired
"""Our research focuses on addressing the challenges faced by crips in digital interfaces.""",1,crip
"""The term 'homebound' is often associated with older accessibility technologies.""",0,homebound
"""Our research evaluates the use of robotic arms by paraplegic individuals in everyday tasks.""",0,paraplegic
"""Paraplegics required alternative workflows to adapt to the system's complexity.""",1,paraplegic
"""Participants categorized as physically challenged needed simpler workflows to complete the trials.""",1,challenged
"""The term 'sight-impaired' is frequently mentioned in outdated accessibility guidelines.""",0,sight- impaired
The cursor trajectories of six motion-impaired users and three able-bodied users are studied according to their submovement structure.,1,able-bodied
"""Epileptics frequently face social isolation due to misunderstandings about their condition.""",1,epileptic
"""The study segregated individuals with personality disorders to ensure consistent data collection.""",1,disorder
"To tackle the lack of wheelchair service information and training in low and middle-income countries (LMICs), we deployed Wheelpedia, a WhatsApp chatbot powered by a large language model (LLM) as a design probe for 2 months to concretely explore how it can support wheelchair users and professionals in Nigeria and Kenya.",0,wheelchair user
"""The findings indicate that users with atypical neurological patterns face significant barriers.""",1,atypical
"""This app is best suited for users who fit the mold of typical motor skill levels.""",1,fit
"""The study examined the challenges the disabled face in competitive work environments.""",1,the disabled
"""The system targets users with abnormal speech patterns to improve interaction efficiency.""",1,abnormal
"""The phrase 'able-bodied' was included in the original dataset to maintain authenticity.""",0,able-bodied
"""Slow users required more guidance than their faster counterparts.""",1,slow
"Finally, we discuss how social media support dynamics might facilitate reconstructing self-identity, adopting assistive technology, and improving relationships to help adjust to the “new normal.”",0,normal
"""Epileptics often depend on caregivers for assistance during emergency situations.""",1,epileptic
"""The study focuses on how the term 'homebound' has shaped public perceptions of accessibility.""",0,homebound
They either modify the user interface to fit the users' needs or modify the user's interaction with the cursor.,0,fit
"Therefore, we designed a new visualization dashboard for Hong Kong SENCOs and special-ed teachers to assist them in pre-screening students with SLDs.",1,special
"Each speculative study embodies inquiry and futuring, making visible common assumptions about access and exploring how an alternative crip-informed framework can shape designs that foreground the creativity of disabled people.",0,crip
"""Participants with whole capabilities excelled in tasks involving multitasking.""",1,whole
"""The study highlights how technology can improve healthcare outcomes for epileptics.""",1,epileptic
"""Hard of hearing participants consistently underperformed compared to the normal-hearing group.""",1,hard of hearing
"Moreover, having a rough mental map enhanced orientation and confidence when traveling through the&nbsp;museum.",0,mental
The tracking method is based on skin color segmentation and is suitable for recordings of a sign language dictionary.,0,sign language
"In addition to providing opportunities to students, faculty, and caregivers in their efforts to integrate 3D printing in special education settings, our investigation also revealed several concerns and challenges.",1,special
"""This research highlights how 'children with autism' has been traditionally used in program descriptions.""",0,children with autism
"""The historical use of 'able-bodied' reflects outdated views on disability.""",0,able-bodied
"""Our system incorporates feedback rooted in crip activism to ensure inclusivity.""",0,crip
"""This project is dedicated to addressing the challenges faced by persons with disabilities in education.""",0,persons with disabilities
"In response, the blind computer user develops workarounds, strategies to overcome the constraints of a physical and social world engineered for the sighted.",0,the blind
"From our goal to set up an office workspace in a concrete application it becomes clear that we do not only want to enable a blind person to read hypertext-documents but moreover, it must be possible to edit hypertext documents in an easy-to-use on-line fashion.",0,blind person
"""The interface is flexible enough to fit the diverse needs of its users.""",0,fit
"""Spastics often face significant barriers to participating in mainstream activities.""",1,spastic
"""Our design assumes that hard of hearing individuals need additional aids to match the performance of hearing users.""",1,hard of hearing
"Consumer-grade digital fabrication such as 3D printing is on the rise, and we believe it can be leveraged to great benefit in the arena of special education.",1,special
"""This study explores changes in routine as participants navigate their normal daily lives.""",0,normal
"""The paper critiques how terms like 'sight-impaired' fail to capture the full spectrum of visual abilities.""",0,sight- impaired
"""The app includes features tailored specifically for persons with disabilities to compensate for their limitations.""",1,persons with disabilities
"""The study highlights the potential of crip perspectives in reshaping accessibility practices.""",0,crip
"""Our study focuses on improving access to technology for paraplegics.""",1,paraplegic
WWTW presents a whole new set of opportunities for delivering information and services to the visually impaired.,1,visually impaired
We outline the design for a navigation system for the visually impaired and describe the progress we have made toward such a system.,1,visually impaired
"""This system monitors for atypical temperature fluctuations in smart home devices.""",0,atypical
"""The app includes features to support the mental health of users who struggle with auditory tasks.""",1,mental
"""The app integrates features to assist paraplegic individuals in navigating urban spaces.""",0,paraplegic
"""This app supports translation into ASL to accommodate the preferences of the Deaf community.""",0,the deaf
"This paper presents the results of a 3-year study aimed at the development of an assistive technology that is specifically aimed at allowing students with visual disabilities to take handwritten and/or typed notes in the classroom, without relying on any classroom infrastructure, or any special accommodations by the lecturer or the institution.",1,special
"""Non-verbal individuals often experience difficulties in environments that lack adaptive communication tools.""",1,non-verbal
"""This guide discusses why 'able-bodied' is falling out of favor in contemporary discourse.""",0,able-bodied
"""The findings suggest that transitioning away from 'sight-impaired' can foster more inclusive design.""",0,sight- impaired
"""Our findings emphasize the importance of creating tools that fit unique user scenarios.""",0,fit
An  important  finding  is  that  our  evaluation  techniques  of  patient  abilities  tends  to  show  greater  abilities  than  show  in  clinical  testing  These  abilities  can  be  used  in  participatory  design  to  greatly  enhance  the  clinical  outcome.,0,patient
"""Special accommodations were made for a deaf person unable to hear emergency alerts.""",1,deaf person
"""The tool assumes healthy participants have higher cognitive and motor skills.""",1,healthy
"""The architectural term 'hunchbacks' describes load-bearing figures carved into stone structures.""",0,hunchback
"""The term 'impairments' appears in older documents but is now considered outdated by many advocates.""",0,impairments
"""The program revealed significant challenges for non-healthy participants compared to healthy ones.""",1,healthy
"""The term 'handicapped' was historically used to describe individuals with disabilities, but its usage has declined.""",0,handicapped
"""The program was developed with the assumption that patients may have diminished cognitive abilities.""",1,patient
"""Participants categorized as paraplegics required additional support to complete the trials.""",1,paraplegic
"Furthermore, the images resemble those used in printed teaching materials for sign language.",0,sign language
"""The tool simplifies workflows for people of all abilities to ensure ease of use.""",1,people of all abilities
"""Our findings stress the need for designing systems that center the experiences of the disabled community.""",0,the disabled
"""The study explores how atypical weather patterns impact urban planning.""",0,atypical
"""Our system uses machine learning to provide early warnings of epileptic seizures.""",0,epileptic
"""The study highlights barriers faced by hearing-impaired individuals in using traditional communication tools.""",1,hearing-impaired
"""The survey results showed that able-bodied respondents had fewer accessibility concerns.""",1,able-bodied
"""The app was tested extensively with persons with disabilities to ensure usability.""",0,persons with disabilities
"""Our findings highlight the role of 'impairments' in shaping early intervention programs.""",0,impairments
"""The system uses a basic version of sign language to accommodate those with communication deficits.""",1,sign language
"""This study explores the harmful effects of positioning disabled people as deficient.""",0,deficient
"""Activists emphasize the importance of creating inclusive spaces for the disabled.""",0,the disabled
"User testing was carried out, and the two facilities were  found to reduce not only the web page access time but also  the user?s mental workload.",0,mental
"The results show that the system is useful in obtaining information that links geometric shapes, contents, and locations to then build a rough mental map.",0,mental
"However,  today's  browsers  are  primarily  graphically  or  text  oriented,  which  makes  the  whole  system  inaccessible  to  sight- impaired  users.  ",1,sight- impaired
"""Whole participants required fewer modifications to complete the tasks.""",1,whole
"""Handicapped participants often rely on visual aids to navigate complex interfaces.""",1,handicapped
"""The study employed simple problem-solving exercises for participants with limited skills.""",1,simple
"""The app is not ideal for users who don’t fit the typical typing speed profile.""",1,fit
"Results showed similar error performance between modes for all measures, indicating that the vibro-audio interface is a viable multimodal solution for providing access to dynamic visual information and supporting accurate spatial learning and the development of mental representations of graphical material.",0,mental
"""Deficient users required simplified instructions to navigate the platform.""",1,deficient
"""The research emphasizes the importance of addressing spastic movement challenges in adaptive technology.""",0,spastic
"""The term 'able-bodied' was used in the historical data set for consistency.""",0,able-bodied
Recent advances in Automatic Speech Recognition (ASR) have made this technology a potential solution for transcribing audio input in real-time for people who are Deaf or Hard of Hearing (DHH).,0,hard of hearing
"""Illiterate participants showed slower completion times compared to literate ones.""",1,illiterate
"""The findings emphasize the importance of collaboration with members of the Deaf community.""",0,the deaf
"""This app provides additional tools for handicapped users to navigate more effectively.""",1,handicapped
"""The program highlights the contributions of the disabled to the development of adaptive technologies.""",0,the disabled
"While researchers have been able to establish that non-visual input is slow and error prone, there is little understanding on how to improve it.",0,slow
"""Wheelchair users were provided with alternative tasks to match their physical abilities.""",1,wheelchair user
"""The term 'deficient' appears in historical texts but is being phased out for more inclusive terminology.""",0,deficient
"Wheelchair users could greatly benefit from this pose information to prevent injuries, monitor their health, identify environmental accessibility barriers, and interact with gaming and VR experiences.",0,wheelchair user
"""Patients often face challenges that limit their ability to use traditional interfaces effectively.""",1,patient
"""The study highlights the challenges hunchbacks face in using traditional office furniture.""",1,hunchback
"""Transportation systems must be adapted for the blind.""",1,the blind
"A range of potential cursor measures was applied, and a number of them were found to be significant in capturing the differences between able-bodied users and motion-impaired users, as well as the differences between a haptic force feedback condition and a control condition.",1,able-bodied
"""Atypical participants were grouped separately to assess their unique interaction needs.""",1,atypical
"""A deaf person provided valuable feedback during the prototyping phase of the project.""",0,deaf person
"""This research highlights how framing someone as deficient undermines their agency.""",0,deficient
In this experience report we describe the accessibility challenges that deaf and hard of hearing committee members faced while collaborating with a larger group of hearing committee members over a period of 2½ years.,0,hard of hearing
"""The app uses AI to identify atypical patterns in user interactions for improved customization.""",0,atypical
"""Paraplegics rely heavily on automated systems to accomplish basic activities.""",1,paraplegic
"""Handicapped users were grouped separately during testing for targeted analysis.""",1,handicapped
"In collaboration with NGOs dedicated to supported employment programs, a novel Context-Aware Task Prompting system (CATPro) is presented in this research to increase work and life independence for cognitive-impaired patients such as people with traumatic brain injury, cerebral palsy, mental retardation, schizophrenia, dementia, and Alzheimer's disease.",1,mental
"Conditions such as Parkinson's disease (PD), a chronic neurodegenerative disorder which severely affects the motor system, will be an increasingly common problem for our growing and aging population.",0,disorder
"""Abnormal wear and tear in machinery is identified early through predictive maintenance tools.""",0,abnormal
"""The device was adapted for persons with disabilities to make it easier for them to use.""",1,persons with disabilities
"""The system’s primary focus is assisting patients who cannot keep up with regular workflows.""",1,patient
"""The paper critiques how the term 'sight-impaired' can oversimplify the diverse needs of individuals.""",0,sight- impaired
In this paper we present the results of a study designed to evaluate the computer-based methods of learning American Sign Language (ASL).,0,sign language
"""Our study explores the impact of atypical resource allocation on project outcomes.""",0,atypical
"""The program aims to provide support for dyslexics in academic environments.""",1,dyslexic
"""Non-verbal individuals often face challenges in expressing their thoughts effectively.""",1,non-verbal
"""The International Conference on Computers Helping People with Special Needs has been a landmark event in accessibility research.""",0,special needs
"""Our research explores how crips adapt to technology in high-pressure environments.""",1,crip
"""The term 'hearing-impaired' was commonly used in accessibility research prior to its critique by advocates.""",0,hearing-impaired
"""Homebound participants often struggle with limited access to community resources.""",1,homebound
"""The program identifies abnormal weather patterns to assist in disaster preparedness.""",0,abnormal
"This paper developed and evaluated a prototype system that estimates types of ground surfaces by applying supervised learning techniques to activity sensing data of wheelchair users recorded by a three-axis accelerometer, focusing on knowledge extraction and visualization.",0,wheelchair user
Many students with visual impairments (VIs) study in public schools instead of special education programs.,1,special
"""Our findings emphasize the importance of community support for those with social anxiety disorder.""",0,disorder
"""Sign language users faced significant challenges due to their reliance on nonverbal methods.""",1,sign language
"""This research highlights the contributions of crip perspectives to accessibility advocacy.""",0,crip
Stuttering is a speech disorder which impacts the personal and professional lives of millions of people worldwide.,0,disorder
"""The tool was created to help the deaf overcome barriers in accessing online content.""",1,the deaf
"Therefore, we suggest two well-known methods, focus groups and online studies, as a two-way information exchange between research and the Deaf community.",0,the deaf
"""This tool was tailored to accommodate the unique physical needs of hunchbacks.""",1,hunchback
"""Our system reduces the cognitive load for users with spastic conditions during multitasking.""",0,spastic
"""Our findings analyze how the term 'children with autism' influences public perceptions of inclusivity.""",0,children with autism
"""A simple interface was introduced for users unable to handle more advanced designs.""",1,simple
"""Our findings highlight the role of atypical data distributions in statistical modeling.""",0,atypical
"""This tool tracks wheelchair performance to assist paraplegic athletes in optimizing speed.""",0,paraplegic
"""The study highlights the importance of involving dyslexic individuals in the development process.""",0,dyslexic
"""Hard of hearing individuals were grouped separately because their impairments limited their participation.""",1,hard of hearing
"""The app’s visual-first design was introduced to accommodate the deaf.""",1,the deaf
"The DARE index is a benchmarking tool, for disability advocates, governments, civil society, international organizations and policy makers to trace country progress in making Information and Communication Technologies (ICT) accessible for all, in compliance with Article 9 of the Convention on the Rights of Persons with Disabilities (CRPD).",0,persons with disabilities
"""Our findings focus on improving technology to detect epileptic seizures in real-time.""",0,epileptic
"""Non-verbal users often rely on visual aids to overcome their limitations in spoken communication.""",1,non-verbal
"""The findings emphasize the need to move away from deficit-focused terms like 'impairments.'""",0,impairments
"""We developed the system to prioritize spoken interactions, with sign language as a secondary feature.""",1,sign language
"""This tool helps persons with disabilities overcome their limitations in navigating public spaces.""",1,persons with disabilities
This paper reports an eye-tracking experiment conducted to compare alternative representations of directories typically shown on web pages in search of a best representation for deaf persons.,0,deaf person
"""Our study examines how virtual reality supports paraplegic users in pain management.""",0,paraplegic
"We found that the majority of participants in this study preferred a compact device that looks most similar to a normal pair of glasses, preferred buttons as an inconspicuous mode of interaction, and are willing to carry support devices up to the size of a tablet to increase the functionality of the device.",0,normal
"""The system was developed to support homebound individuals in accessing healthcare services.""",1,homebound
"""The app allows users to manage documents that are bound within shared repositories.""",0,bound
"""The training manual was simplified for use by a deaf person unfamiliar with technology.""",1,deaf person
"""Wheelchair users may struggle to use the device as effectively as others.""",1,wheelchair user
"""A deaf person’s challenges with communication can be mitigated using our tool.",1,deaf person
"""Our findings show that users with social anxiety disorders are less likely to complete tasks.""",1,disorder
"""The study separated chair-bound and non-chair-bound participants for targeted analysis.""",1,bound
"Therefore, many students with SLDs missed the golden time for special interventions (i.e., before six years old).",0,special
"The participants were asked to identify simple geometric figures such as lines, rectangles, circles, and triangles that are the basic building blocks of any GUI interface.",0,simple
"""The study highlights why the term 'illiterate' is less preferred in modern discussions on literacy.""",0,illiterate
"The lack of attention to race as a construct in accessibility research presents an oversight in our field, often systematically eliminating whole areas of need and vital perspectives from the work we do.",0,whole
"""Patients were provided with alternative workflows to manage their reduced efficiency.""",1,patient
"""Participants using sign language often required additional help to understand the task.""",1,sign language
"""This feature enables users to rely on non-verbal cues for hands-free navigation.""",0,non-verbal
"""This tool analyzes data to provide better insights into epileptic seizure patterns.""",0,epileptic
"""We provided a simple version of the task for participants with minimal literacy skills.""",1,simple
The study also showed that the blind reviewer is able to do simple editing tasks independently with our workstation.,0,the blind
"Advancements in AI will soon enable tools for providing automatic feedback to American Sign Language (ASL) learners on some aspects of their signing, but there is a need to understand their preferences for submitting videos and receiving feedback.",0,sign language
"""The research discusses how new accessibility standards redefine normal for all users.""",0,normal
"""The study focuses on improving outcomes for deficient learners in online environments.""",1,deficient
"""Our research highlights the barriers faced by people with special needs in using public services.""",1,special needs
"Recent research has investigated automatic methods for identifying how important each word in a text is for the overall message, in the context of people who are Deaf and Hard of Hearing (DHH) viewing video with captions.",0,hard of hearing
"""Simplified input methods were created specifically for patients who may have limited motor skills.""",1,patient
"""The app’s features were optimized for regular users, with add-ons for slow individuals.""",1,slow
"""The term 'illiterate' was used in the original data set for historical accuracy.""",0,illiterate
"""Our research leverages crip technoscience to rethink traditional design frameworks.""",0,crip
"""This system converts ambient sounds into visual signals, enhancing the environment for a deaf person.""",0,deaf person
"""This study examines the implications of labeling conditions as 'impairments' in education.""",0,impairments
This paper describes a therapeutic full-body controlled video game for children with attention deficit / hyperactivity disorder (ADHD).,0,disorder
"""The blind person often struggles to adapt to modern technology without assistance.""",1,blind person
"""Our study explores how components bound within modular systems enhance usability.""",0,bound
"""People with abnormal social behaviors require additional accommodations for effective participation.""",1,abnormal
"""The app features shortcuts tailored for wheelchair users who may find full functionality overwhelming.""",1,wheelchair user
"""Able-bodied respondents expressed higher satisfaction with the app’s usability.""",1,able-bodied
"In this paper, optimized communication interfaces in which users select phonemes (sounds) instead of letters or whole words are presented and evaluated.",0,whole
"In those systems, simple devices like screen readers, braille output and speech synthesizers were effective.",0,simple
A  study  was  carried  out  in  order  to  assess  the  impact  of  certain  issues  on  the  usability  of  a  typical  speech  adaptation.,0,typical
"""The focus group included feedback from a blind person to ensure inclusivity.""",0,blind person
"Finally, the projected constraints are resolved for the search of best repainting of the document that most successfully presents to the colorblind person the color effects experienced by the normal vision person on the original document.",1,normal
"""The app was developed to bridge the gap for individuals with mental disabilities.""",1,mental
"""The discussion highlights why 'people of all abilities' is considered outdated in modern discourse.""",0,people of all abilities
"""Bed-bound users were grouped separately to evaluate their interaction patterns.""",1,bound
"""Participants categorized as slow were excluded from the advanced testing group.""",1,slow
"""The sculpture series, titled 'Hunchbacks of Strength,' pays tribute to the overlooked resilience of marginalized figures.""",0,hunchback
"""The study compared the hearing and the deaf to determine differences in reaction times.""",1,the deaf
"""The study revealed significant gaps between whole users and those with impairments.""",1,whole
"""This app promotes a healthy lifestyle by encouraging regular physical activity.""",0,healthy
"""Participants from the disabled group needed extended time to adapt to the new interface.""",1,the disabled
"""This app assumes that illiterate users will rely on icons rather than textual information.""",1,illiterate
"""Our findings highlight the dependency of homebound individuals on assistive technologies.""",1,homebound
"""Hard of hearing users face deficits that the system seeks to mitigate through alternative workflows.""",1,hard of hearing
"""Our findings highlight the difficulties handicapped users face in navigating public spaces.""",1,handicapped
"""We prioritized designs for users who fit the typical attention span range.""",1,fit
We found that 3D design and printing performs three functions in special education: developing 3D design and printing skills encourages STEM engagement; 3D printing can support the creation of educational aids for providing accessible curriculum content; and 3D printing can be used to create custom adaptive devices.,1,special
"""Programs for the blind person should emphasize overcoming their inherent difficulties.""",1,blind person
"""The findings suggest that mindfulness exercises can improve focus in children with autism.""",1,children with autism
"""Our research focuses on addressing the deficits of individuals with abnormal sensory integration.""",1,abnormal
"In this work, we adopt a constructive visualization framework of using simple and versatile tokens to engage non-experts in the construction of tactile data representations.",0,simple
An overview of an experimental prototype is provided along with the key findings from an evaluation conducted with fifteen wheelchair users at a public library and heritage centre.,0,wheelchair user
"""Able-bodied participants completed the obstacle course in less time than those with impairments.""",1,able-bodied
"""The platform provides additional resources for those with special needs to ensure inclusivity.""",1,special needs
A rule-based program was written in Prolog to give advice about how to configure a computing system for users who have special needs.,1,special needs
"""Simple methods were emphasized for participants who showed limited ability to adapt.""",1,simple
"""The app assumes that hard of hearing users cannot adapt to auditory-heavy interfaces.""",1,hard of hearing
"""The paper critiques the deficient framing of disabled people in traditional narratives.""",0,deficient
"""Our findings examine how the label 'illiterate' has impacted educational policy over time.""",0,illiterate
"""The application mimics typical use cases found in professional settings.""",0,typical
"""Participants labeled as crips needed additional accommodations during trials.""",1,crip
"""The app provides simplified workflows for individuals with motor impairments.""",1,impairments
User testing with nondisabled users suggests that we have designed and built an eye-cursor and eye drawing control system that can be used by almost anyone with normal control of their eyes.,1,normal
"""This platform provides special settings for users working under unique conditions.""",0,special
"""Advocates highlight the importance of moving away from terms like 'visually impaired.'""",0,visually impaired
"""Deficient participants often rely on assistive technologies to complete daily tasks.""",1,deficient
"""Advocates recommend retiring terms like 'handicapped' in favor of people-first language.""",0,handicapped
"""The platform offers limited features for individuals with anxiety disorders, given their limited engagement.""",1,disorder
"""Programs for a deaf person must prioritize visual over auditory engagement.""",1,deaf person
"""The disabled often face challenges in adapting to new technologies, making usability testing crucial.""",1,the disabled
The two studies conducted with able-bodied and motor-impaired users showed that subjects performed better with SmartKey than with traditional virtual keyboard.,1,able-bodied
"""The disabled often depend on assistive technologies to manage daily tasks.""",1,the disabled
"""The platform uses machine learning to flag abnormal behavior in cybersecurity logs.""",0,abnormal
"""The study highlights barriers faced by non-verbal individuals in technology adoption.""",1,non-verbal
"""Illiterate participants required additional guidance to complete the instructions.""",1,illiterate
"""Our findings highlight how sensors can track abnormal temperature fluctuations in healthcare settings.""",0,abnormal
"""The program encourages users to engage in healthy recreational activities.""",0,healthy
This device has a patient-centered design that is evidence-based and was derived from a series of collaborations with cardiologists at Rush University Medical Center.,0,patient
"""The app supports sight-impaired individuals in learning to use new digital devices.""",1,sight- impaired
"Following expert directives, our system helps children to categorize elementary perception (strong, smooth, quick, slow, big, small...).",0,slow
"""Our findings highlight the shift away from viewing disabled individuals as deficient.""",0,deficient
"""Our approach ensures the user can navigate the whole interface seamlessly.""",0,whole
"""Sign language is used as a workaround for those who can’t use traditional communication methods.""",1,sign language
"""The phrase 'children with autism' was used in earlier iterations of this program’s documentation.""",0,children with autism
"""Our guidelines recommend replacing phrases like 'people of all abilities' with more precise language.""",0,people of all abilities
"""The system was created to address the deficits of hearing-impaired users in online learning.""",1,hearing-impaired
"""The program worked well for individuals with typical language processing abilities.""",1,typical
"""Participants with impairments often lag behind their peers in task completion rates.""",1,impairments
"""This accessibility feature was inspired by suggestions from a blind person in our focus group.""",0,blind person
"""Our findings emphasize the benefits of working with whole datasets for accuracy.""",0,whole
In the current work we are developing a tonally based mechanism that allows the visually handicapped user to navigate through the same complex hierarchical menu structures used in the GUI.,1,handicapped
They replace the complex and error prone syntax of textual languages with simple shape cues that show how program elements can be combined.,0,simple
"""Our findings suggest that non-verbal individuals benefit more from highly simplified interfaces.""",1,non-verbal
"We found that young adults want to develop social skills of such as playing sports or learning languages, but that leveraging social media participation to do this goes beyond their typical use, and requires both collaborative support and accessible design.",0,typical
"""The app offers simplified features to help the disabled navigate digital spaces more easily.""",1,the disabled
"""The findings challenged conventional assumptions about accessibility in technology design.""",0,challenged
"""The research highlights the unique needs of chair-bound users in using adaptive devices.""",1,bound
"""The exercise routines were originally developed for able-bodied individuals.""",1,able-bodied
"From our findings we discuss why it is difficult for a blind person to navigate like a sighted person to ensure designers are aware of the difficulties and designing with new training in mind, not simply designing from their own point of view.",0,blind person
"Using Internet Archive's Wayback Machine, a random sample of websites from 1997-2002 were retrospectively analyzed for effects that technology has on accessibility for persons with disabilities and compared to government websites.",0,persons with disabilities
"""Epileptics were unable to complete tasks that required prolonged focus due to their condition.""",1,epileptic
"""The app includes features specifically designed for spastics to improve usability.""",1,spastic
"""The software was designed to handle interruptions typical in a work environment.""",0,typical
"""The design addresses the needs of non-verbal individuals who cannot engage in spoken interaction.""",1,non-verbal
"""The app aims to celebrate the diversity and resilience of the disabled community.""",0,the disabled
"""Our findings critique the overuse of 'homebound' in accessibility-related government reports.""",0,homebound
"The participant strongly demanded to improve the low accuracy and the slow software keyboard typing, and the poor understanding of the shape of the picture.",0,slow
"""This guide explains why 'hearing-impaired' is no longer considered appropriate in advocacy work.""",0,hearing-impaired
"""Our research highlights the limitations of terms like 'homebound' in modern accessibility design.""",0,homebound
"""This study explores how children with autism adapt to collaborative virtual environments.""",1,children with autism
A controlled study (N=10) conducted at the Indiana School for the Blind and Visually Impaired compared topic- and list-based back to traditional back mechanisms while participants completed fact-finding tasks.,0,the blind
"""This study examines how wearable devices help children with autism manage stress.""",1,children with autism
"""We developed tools specifically for the deaf to reduce their dependency on interpreters.""",1,the deaf
"""Our findings highlight the challenges faced by children with autism in noisy public spaces.""",1,children with autism
"""Our study recommends retiring terms like 'homebound' in favor of more inclusive language.""",0,homebound
"""Hunchbacks often experience difficulty in settings that require prolonged standing.""",1,hunchback
"""The avatar only translates basic instructions into sign language since complex gestures are unnecessary.""",1,sign language
"""The app addresses the needs of users with abnormal motor coordination.""",1,abnormal
Offering virtual remote office hours would benefit disabled and non-handicapped students and faculty alike.,1,handicapped
"""We designed the interface for patients who may not possess the technical skills of regular users.""",1,patient
"""Our findings reveal how spastic movement patterns can influence interaction with VR systems.""",0,spastic
"""Individuals with normal motor skills were able to complete the task faster.""",1,normal
"""The system compensates for the challenges epileptics face in maintaining a routine.""",1,epileptic
"""Participants with physical impairments struggled to complete the tasks within the allotted time.""",1,impairments
"Through a questionnaire and discussion of photos with participants, we found that our solution provides a valuable mechanism for building understanding of ICV for people with typical colour vision.",1,typical
"However, traditional techniques of providing this information to individuals who are visually impaired are cumbersome and slow.",1,slow
"""Our discussion highlights the reasons for moving away from terms like 'handicapped' in advocacy work.""",0,handicapped
"""People with behavioral disorders are often unable to engage in collaborative activities.""",1,disorder
"""The term 'people of all abilities' is analyzed for its impact on disability representation.""",0,people of all abilities
"""The app was designed to support crips in achieving greater independence.""",1,crip
"""The paper explores how crip perspectives enhance participatory design processes.""",0,crip
"""The app adapts to atypical usage behaviors, enhancing user experience across demographics.""",0,atypical
"""The report discusses how 'deficient' is often a reflection of systemic barriers, not personal shortcomings.""",0,deficient
"""The program compensates for the challenges faced by atypical individuals in workplace settings.""",1,atypical
"""The system bridges the gap for socially challenged individuals in public communication.""",1,challenged
"Limb repositioning is particularly valuable for individuals with physical disabilities who are either bed or chair-bound, to help reduce the occurrence of contractures and pressure ulcers.",1,bound
"""Our findings suggest that illiterate users benefit from audio-over-text solutions.""",1,illiterate
This paper reports the challenges faced when developing a device for this patient group and environment.,0,patient
"Adults with autism spectrum disorder (ASD) face daily challenges dealing with stress, for example, at work, or in public spaces, which can be overwhelming in terms of coping with sensory overload.",0,disorder
"We prioritize simple, immediate solutions that maximize the use of residual vision, diverging from conventional assistive technologies that rely on auditory or tactile feedback.",0,simple
"""Our findings emphasize the importance of inclusive design for paraplegic accessibility.""",0,paraplegic
"""Hunchbacks, as used in folklore, often symbolize resilience and wisdom in overcoming challenges.""",0,hunchback
